table[0]:  3 1
table[74692]: radiant 8 1
table[74694]: frying 0 1
table[74697]: alpine 1 1
table[74698]: hack'd 10 1
table[74700]: pow'rfull 1 1
table[74706]: deluge 1 1
table[74707]: tariffs 0 4
table[74710]: hereupon 0 1
table[74714]: falcon 6 1
table[74715]: revolts 6 1
table[74716]: unsuccessful 9 1
table[74717]: bouchard 0 2
table[74718]: antonius' 0 1
table[74719]: larceny 1 1
table[74722]: repulsed 3 2
table[74723]: warring 0 1
table[74724]: descry 4 1
table[74725]: ocean's 0 1
table[74726]: sigh'st 0 1
table[74729]: rippling 0 1
table[74731]: business 307 1
table[74732]: incapacity 2 1
table[74736]: perkin 0 2
table[74737]: colourless 5 1
table[74738]: spectacled 0 1
table[74741]: heaping 2 2
table[74742]: affect 35 1
table[74745]: buckets 1 1
table[74746]: amphimacus 0 1
table[74747]: prouds 0 2
table[74748]: mushroom 8 1
table[74751]: esquisses 0 2
table[74752]: repulses 0 2
table[74753]: spectacles 10 1
table[74757]: vovit 0 2
table[74759]: depart'st 0 1
table[74762]: unsupportable 0 2
table[74763]: revolve 3 1
table[74765]: warrior 20 1
table[74769]: overweigh 0 1
table[74771]: erzschelm 1 2
table[74777]: prayers' 0 1
table[74778]: forestall'd 1 1
table[74779]: sick'd 0 2
table[74780]: troupe 0 2
table[74781]: alban 2 1
table[74785]: christoph 1 1
table[74790]: fellowships 0 1
table[74794]: clunet 4 3
table[74797]: aroma 1 1
table[74798]: coffin'd 0 1
table[74799]: rieti 0 1
table[74800]: endless 9 1
table[74801]: symbolism 0 1
table[74802]: feather'd 1 2
table[74807]: sigilli 0 1
table[74808]: imad 0 1
table[74809]: ruffian'd 0 1
table[74810]: diseased 7 1
table[74811]: competitors 6 1
table[74812]: untutor'd 1 1
table[74813]: runner 1 1
table[74817]: imam 0 1
table[74819]: commendam 1 1
table[74821]: margin 9 1
table[74822]: triumphal 0 1
table[74823]: ferrocyanide 2 2
table[74825]: diseases 35 1
table[74826]: majority 22 1
table[74829]: filches 0 1
table[74830]: disappearing 0 1
table[74834]: yond 42 1
table[74835]: eguala 0 2
table[74839]: finally 52 2
table[74840]: fortunate 19 1
table[74843]: cadmus 0 1
table[74844]: amorous 22 1
table[74845]: ruddock 0 1
table[74849]: 'unjust' 0 1
table[74851]: momentarily 0 2
table[74853]: flavoured 0 1
table[74854]: bonfires 4 1
table[74855]: spectrum 14 2
table[74857]: kraton 0 1
table[74858]: praestantia 0 2
table[74859]: frightened 7 1
table[74860]: capricious 0 1
table[74862]: marchand 0 2
table[74863]: doubting' 0 1
table[74864]: flurry 0 1
table[74867]: tactics 2 1
table[74868]: infant's 1 1
table[74871]: allowance 13 1
table[74874]: sanctify 3 1
table[74875]: spices 7 1
table[74877]: ritualibus 0 1
table[74878]: will'd 7 1
table[74880]: holborn 0 2
table[74882]: dorsey 0 2
table[74883]: refractive 16 3
table[74884]: empower 0 4
table[74886]: varrius 8 1
table[74888]: lowell 0 3
table[74890]: mumbling 1 1
table[74892]: mounting 7 1
table[74893]: will's 0 1
table[74894]: meadows 3 1
table[74898]: fright 33 1
table[74899]: proceeders 0 1
table[74903]: mongrel 5 1
table[74905]: reverted 3 1
table[74908]: acidic 0 1
table[74915]: farming 4 1
table[74919]: gossamer 1 1
table[74920]: haeli 3 2
table[74921]: figuratively 1 1
table[74922]: median 0 2
table[74929]: eder's 0 1
table[74930]: cardinally 0 1
table[74931]: cassation 1 2
table[74934]: commended 12 1
table[74935]: ferrero 0 1
table[74937]: decamp 0 1
table[74938]: natur 0 2
table[74939]: ferrers 0 1
table[74942]: fountainhall 0 1
table[74944]: gratulate 3 1
table[74945]: convented 2 1
table[74947]: rosed 0 1
table[74949]: alarum'd 1 1
table[74950]: pearls 10 1
table[74951]: peering 5 1
table[74952]: triumpher 0 1
table[74953]: marshal 36 1
table[74954]: physicians'' 0 1
table[74956]: furbish 0 1
table[74958]: celebrities 0 3
table[74959]: yore 0 1
table[74960]: preparatory 0 1
table[74961]: ribaudred 0 1
table[74962]: roses 37 1
table[74963]: arendrup 0 1
table[74965]: york 536 1
table[74967]: adulteration'' 0 1
table[74968]: 'your 8 1
table[74970]: l'eglise 0 1
table[74973]: cape' 0 1
table[74974]: falconers 2 1
table[74976]: according 193 1
table[74979]: abichite 0 1
table[74981]: virulent 2 3
table[74985]: flatt'ry 0 1
table[74987]: arose 36 1
table[74990]: signed 17 1
table[74991]: abelard 25 1
table[74993]: penned 0 1
table[74995]: scotus 1 2
table[74999]: guardianship 1 1
table[75000]: unbegot 0 1
table[75001]: ferrets 1 1
table[75003]: 'brother 0 2
table[75006]: signet 3 1
table[75009]: plumstead 0 1
table[75012]: ousted 0 1
table[75014]: surmis'd 0 2
table[75015]: hormuzd 1 3
table[75016]: grotkau 0 2
table[75017]: theraean 0 1
table[75021]: ipsambul 0 1
table[75025]: author 84 1
table[75026]: valuing 0 2
table[75029]: snatching 3 1
table[75031]: interred 3 1
table[75033]: tudor 5 1
table[75034]: car'd 2 1
table[75035]: eighth 10 2
table[75037]: someone 1 1
table[75038]: dicit 1 1
table[75039]: gloria 0 1
table[75041]: predicated 0 1
table[75043]: geometric'' 1 1
table[75047]: harming 1 1
table[75048]: venom'd 4 1
table[75050]: capet 4 1
table[75054]: unrequited 0 1
table[75057]: apprenticehood 0 3
table[75058]: propriety 6 1
table[75061]: trinculo 60 1
table[75064]: interlaced 0 2
table[75065]: your 6935 1
table[75069]: perdu 2 2
table[75074]: bisharin 3 1
table[75078]: prentice 4 1
table[75079]: during 253 1
table[75081]: friedrich 0 1
table[75082]: bettering 2 1
table[75084]: marshes 5 1
table[75085]: schomberg 0 1
table[75086]: aboding 0 1
table[75090]: excuse' 0 1
table[75091]: vial 4 1
table[75092]: imprimis 0 1
table[75093]: impossibilities 1 1
table[75096]: nilotic 3 1
table[75097]: curtness 0 3
table[75098]: piedmont 0 2
table[75099]: muller 5 1
table[75101]: mullet 0 1
table[75102]: enquir'd 0 1
table[75105]: dicky 0 1
table[75108]: paphos 0 1
table[75109]: juster 0 3
table[75111]: norway 25 1
table[75112]: description 47 1
table[75113]: fasser 0 3
table[75114]: naked 56 1
table[75115]: unbutton 0 3
table[75119]: homage 25 1
table[75122]: fontenelle 2 1
table[75126]: hazelnut 0 1
table[75130]: grisly 1 3
table[75131]: trichosurus 0 2
table[75133]: maund 0 3
table[75140]: cop'st 1 1
table[75142]: incertainty 0 1
table[75143]: expediency's 0 1
table[75146]: vice 95 1
table[75148]: testiness 0 1
table[75149]: gildas 1 1
table[75151]: excused 1 1
table[75154]: maritza 8 2
table[75155]: archives 5 1
table[75158]: tuned 6 2
table[75161]: vict 3 1
table[75162]: 'thine 0 2
table[75166]: smok'd 0 1
table[75168]: philosopher's 1 1
table[75171]: commentaria 0 1
table[75173]: excusez 1 1
table[75175]: lexicons 0 1
table[75176]: chopped 2 2
table[75177]: vide 5 1
table[75179]: commentarii 2 1
table[75180]: refrains 0 1
table[75181]: vidi 0 1
table[75184]: victrix 0 2
table[75185]: commentario 0 1
table[75186]: trilogy 0 2
table[75193]: chairmanship 0 1
table[75194]: accumulare 0 2
table[75198]: cane'' 0 1
table[75201]: outpriz'd 0 1
table[75202]: aitiatike 0 2
table[75203]: newspapers 9 1
table[75207]: vied 2 1
table[75208]: untold 1 1
table[75210]: bodykins 1 1
table[75211]: denoted 1 5
table[75214]: champains 0 1
table[75215]: bernoulli 0 1
table[75216]: arsenius's 0 1
table[75218]: muscovits 0 3
table[75222]: thriftless 3 1
table[75225]: lucerne 1 2
table[75226]: view 198 1
table[75231]: gasogene 0 2
table[75232]: profits 13 1
table[75233]: bedford's 0 2
table[75235]: akerington 0 3
table[75238]: didactic 1 1
table[75239]: heim 4 2
table[75241]: discontented 13 1
table[75242]: frugilegus 0 1
table[75243]: luke's 4 2
table[75244]: ablaut 0 2
table[75245]: gorget 0 2
table[75248]: delation 0 1
table[75251]: lawless 7 1
table[75255]: knowable 0 2
table[75257]: sarcopsylla 0 1
table[75258]: gilded 21 1
table[75259]: genevieve 1 3
table[75260]: phenolates 0 2
table[75261]: ocular 0 1
table[75265]: bourgogne 0 1
table[75266]: egati 0 1
table[75267]: louder 9 1
table[75269]: anaesthetic 2 1
table[75272]: housatonic 0 1
table[75273]: cancer 2 1
table[75275]: endymion 0 2
table[75276]: convents 3 1
table[75278]: exil'd 5 1
table[75287]: 'dunghill' 0 1
table[75288]: regulator 0 2
table[75290]: acidum 1 1
table[75291]: assinico 0 1
table[75293]: millennium 5 1
table[75294]: slanderous 6 1
table[75296]: elongate 0 1
table[75298]: hasn't 1 1
table[75303]: traitor's 10 2
table[75304]: harshness 2 2
table[75305]: 'heart's 3 1
table[75306]: seniority 1 4
table[75308]: sanctity 9 1
table[75310]: entice 1 1
table[75312]: decays 3 1
table[75314]: stint 3 2
table[75319]: majestas 1 1
table[75320]: descriptive 3 1
table[75322]: bornemann 0 3
table[75328]: butteries 1 1
table[75329]: fewest 2 1
table[75330]: kamatz 2 3
table[75333]: sanctius 0 1
table[75335]: accommodate 4 1
table[75336]: viii 42 1
table[75338]: abbreviators 1 2
table[75340]: thick 56 1
table[75341]: remusat's 0 4
table[75343]: troezen 0 1
table[75346]: darkling 2 1
table[75347]: lodge 27 1
table[75349]: tewksbury 7 1
table[75351]: isidore's 4 2
table[75352]: rambures 10 1
table[75354]: capon 7 1
table[75361]: hotel 2 2
table[75365]: sanity 0 1
table[75369]: reverend'st 0 1
table[75371]: softness 0 2
table[75372]: disputations 2 1
table[75376]: circumvent 0 1
table[75377]: gonatas 1 1
table[75380]: colliers 2 1
table[75382]: veracity 0 1
table[75383]: acordo 0 1
table[75384]: undo't 0 1
table[75385]: olehleh 1 3
table[75386]: surviving 8 1
table[75388]: mous'd 0 1
table[75389]: whereupon 18 1
table[75391]: villianda 0 1
table[75392]: lxxiv 0 1
table[75395]: trencherman 0 2
table[75397]: thief 66 1
table[75400]: brunton 0 1
table[75401]: ashford 1 1
table[75404]: fingering 2 1
table[75406]: freed 7 2
table[75408]: lenses'' 0 3
table[75409]: bawcock 3 1
table[75410]: cherubims 0 2
table[75411]: uglification 1 1
table[75413]: acidyl 0 1
table[75414]: inorganic 1 1
table[75418]: abaque 0 1
table[75421]: burying 2 1
table[75425]: praising 12 1
table[75426]: naturae 3 1
table[75427]: apathy 0 1
table[75428]: artificiality 0 3
table[75429]: majestee 1 1
table[75431]: haggard 3 1
table[75432]: vill 7 1
table[75433]: natural 166 1
table[75434]: akerenton 0 1
table[75435]: boddam 0 1
table[75436]: forth' 0 1
table[75437]: aadms 0 2
table[75440]: wealthily 1 3
table[75441]: hayyuj 1 1
table[75443]: thicken 0 3
table[75446]: march'd 8 1
table[75450]: conventum 0 1
table[75451]: equiatomic 0 3
table[75460]: berith 0 1
table[75461]: thigh 10 1
table[75462]: symbol 14 1
table[75463]: bradlaugh 0 1
table[75464]: mammoth 0 1
table[75465]: ships' 2 1
table[75466]: philologie 0 2
table[75468]: larissa 2 1
table[75469]: impromptu 0 1
table[75473]: altertumswissenschait 0 1
table[75474]: dividends 0 1
table[75477]: suction 0 8
table[75478]: pandar's 1 1
table[75482]: dyfed 0 1
table[75483]: telamonius 0 1
table[75485]: unearned 0 2
table[75486]: people's 20 1
table[75487]: vine 9 1
table[75488]: nature' 0 1
table[75491]: loudly 3 1
table[75492]: tirest 0 2
table[75495]: signum 0 1
table[75496]: capta 0 1
table[75498]: abergavenny 20 1
table[75499]: disjoin'd 0 1
table[75502]: vint 0 1
table[75508]: rifle 2 1
table[75513]: alcibiades 59 1
table[75514]: mad'st 6 1
table[75515]: cicatrices 0 1
table[75517]: mutandis 1 7
table[75518]: toluene 0 2
table[75520]: marriage 160 1
table[75524]: opinions'' 0 3
table[75525]: viol 2 1
table[75527]: tenacious 1 1
table[75529]: novissimis 0 1
table[75531]: fulvia 13 1
table[75532]: studiously 0 1
table[75538]: konigs 1 1
table[75540]: repugnant 0 1
table[75544]: stability 0 1
table[75545]: accountics 0 1
table[75546]: caput 2 1
table[75547]: inheriting 0 1
table[75549]: natured 2 1
table[75551]: majestic 5 1
table[75553]: please't 0 1
table[75559]: qasim 5 1
table[75563]: celibacy 1 4
table[75564]: natures 26 1
table[75574]: unfeeling 2 1
table[75579]: abolition 2 1
table[75580]: commissum 0 2
table[75581]: polemics 0 1
table[75582]: abigail 4 1
table[75584]: nibbling 4 1
table[75590]: adamites 0 3
table[75592]: speak'st 34 1
table[75593]: breezes 0 1
table[75596]: grampian 0 2
table[75598]: leone 1 1
table[75599]: despoiled 1 2
table[75602]: essentially 17 1
table[75603]: pester'd 0 1
table[75604]: litter 7 1
table[75611]: tactique 0 1
table[75612]: cloakbag 0 1
table[75613]: n'ont 0 1
table[75615]: viri 0 1
table[75617]: titania 39 1
table[75618]: delver 0 1
table[75619]: delves 0 1
table[75621]: enactments 4 1
table[75632]: bishoprics 0 1
table[75637]: greeks' 0 1
table[75638]: triumph 50 1
table[75640]: extolment 0 1
table[75643]: o'erpaid 0 1
table[75646]: archimandrite 2 1
table[75648]: advocate's 0 1
table[75649]: resignation 13 1
table[75653]: aramaean 0 2
table[75654]: noxious 3 1
table[75656]: carissimi 0 1
table[75660]: legislatures 4 1
table[75662]: jahangir 0 2
table[75665]: confer 21 1
table[75668]: funerary 1 2
table[75669]: vita 6 1
table[75670]: sultan's 5 1
table[75672]: extravagant 4 1
table[75675]: thine 452 1
table[75676]: vith 0 1
table[75677]: thing 432 1
table[75678]: triphenylmethane 0 3
table[75679]: demolished 0 1
table[75681]: think 1083 1
table[75682]: intoxicating 1 3
table[75684]: handicaps 0 2
table[75685]: boldness 16 2
table[75686]: muratori's 0 4
table[75687]: ayesha 0 1
table[75692]: vitx 0 1
table[75694]: tangier 0 1
table[75696]: authoritatively 0 1
table[75697]: acorns 0 1
table[75698]: meanest 13 1
table[75706]: helvetius 0 3
table[75707]: abram'' 0 1
table[75710]: healthsome 0 1
table[75711]: antichrist 0 1
table[75712]: chopp'd 2 1
table[75715]: reinforcements 3 1
table[75716]: falsification 0 1
table[75717]: meaneth 0 1
table[75718]: address 21 1
table[75719]: addrest 1 1
table[75720]: molyneux's 0 1
table[75723]: sanjak 1 1
table[75725]: paymaster 0 1
table[75728]: wash'd 24 1
table[75731]: viva 0 1
table[75733]: scab 3 1
table[75739]: jerkins 1 1
table[75741]: quick'st 0 1
table[75744]: fratrum 0 2
table[75745]: scan 0 1
table[75749]: scar 10 1
table[75750]: gnarled 1 1
table[75752]: strontia 0 1
table[75753]: scav 0 1
table[75755]: braeriach 0 1
table[75757]: wakefield 3 1
table[75759]: rebuk'd 0 1
table[75760]: woldeba 0 2
table[75762]: dunfermline 0 1
table[75768]: this' 1 1
table[75771]: astronom 0 1
table[75772]: bequeath'd 1 1
table[75775]: entire 21 1
table[75776]: civico 0 3
table[75777]: herc 0 2
table[75778]: chintzes 0 1
table[75779]: cotta 2 4
table[75780]: disastrous 8 1
table[75781]: rustic 2 3
table[75783]: abram's 1 1
table[75788]: nubia 4 3
table[75792]: tradesmen'' 0 2
table[75797]: treason's 2 1
table[75798]: third 337 1
table[75799]: needfull 0 1
table[75801]: romans 86 2
table[75803]: hewett 0 2
table[75804]: belleslettres 0 2
table[75806]: plowden 1 1
table[75808]: little 771 1
table[75809]: ehrenberg 1 1
table[75811]: gonzago 1 2
table[75812]: khedivate 1 1
table[75814]: coolness 0 2
table[75815]: superpraise 0 2
table[75816]: steamship 1 1
table[75817]: peacemakers 0 1
table[75819]: scriptorium'' 0 1
table[75821]: titanos 1 1
table[75825]: novem 0 3
table[75826]: schultheiss 0 1
table[75827]: tahiti 0 1
table[75829]: inclusive 4 1
table[75831]: vaudemont 1 1
table[75832]: illness 10 1
table[75834]: apex'' 0 2
table[75835]: inch 32 1
table[75836]: thermometer 3 1
table[75840]: osaiba 1 1
table[75843]: windgalls 0 1
table[75844]: lurch 0 1
table[75850]: papermaker 0 1
table[75856]: unanswer'd 0 2
table[75857]: acquaintanceship 0 1
table[75858]: prudhon 0 4
table[75859]: unicellular 0 3
table[75860]: floulish 0 1
table[75861]: arabians 0 4
table[75863]: inde 1 1
table[75864]: flowerets' 0 1
table[75868]: cedarville 0 1
table[75869]: explorandi 0 1
table[75871]: hess 0 2
table[75873]: indo 8 1
table[75874]: accounting 3 1
table[75876]: supplication 4 1
table[75879]: chevaliers 3 1
table[75880]: gratias 0 2
table[75882]: o'erflow 1 1
table[75884]: stiffen 0 1
table[75885]: hear't 1 1
table[75886]: blasphemy 2 2
table[75892]: casually 0 1
table[75895]: arch'd 0 2
table[75896]: spurn'd 0 1
table[75902]: kadis 0 1
table[75903]: dogberry 7 1
table[75904]: abner 5 1
table[75905]: modalistic'' 0 1
table[75907]: phthiotis 1 1
table[75908]: roted 0 1
table[75909]: immanity 0 1
table[75910]: seward's 0 1
table[75911]: heth 0 2
table[75914]: acorus 2 1
table[75915]: accountancy'' 0 1
table[75923]: whatever 33 1
table[75924]: labors 0 2
table[75927]: forerunner 2 1
table[75932]: imperfection 1 1
table[75934]: pictur'd 0 2
table[75936]: canvass 1 1
table[75939]: aegina'' 0 1
table[75940]: ratherest 0 1
table[75942]: hegendary 0 3
table[75943]: preventions 0 1
table[75944]: tradesmen's 0 2
table[75945]: historiographer 1 1
table[75947]: linger 10 1
table[75948]: altertumer 0 2
table[75950]: badness 3 2
table[75951]: burke's 0 2
table[75958]: privileges 16 2
table[75960]: intruding 0 1
table[75962]: defies 0 1
table[75966]: orthodoxae 0 1
table[75969]: o'erpast 1 1
table[75970]: viscount 6 1
table[75971]: scurrilous 1 1
table[75972]: greenwood 0 1
table[75976]: rebuild 0 1
table[75977]: kolbe's 0 1
table[75978]: fiiipo 0 2
table[75982]: diffusion 19 1
table[75983]: swains 1 4
table[75986]: ducats 53 2
table[75987]: majesty' 0 1
table[75992]: rebuilt 17 1
table[75994]: littre 0 1
table[75995]: cas'd 1 1
table[75999]: errors 32 1
table[76001]: abandonment 10 3
table[76002]: thackeray 0 1
table[76007]: sinning 0 1
table[76013]: concealment 5 1
table[76014]: visconti 1 2
table[76015]: serviceable 4 1
table[76016]: nurture 1 1
table[76019]: knocking 34 1
table[76021]: abaris 0 1
table[76026]: lurid 1 1
table[76030]: baffled 0 1
table[76034]: fortifies 0 2
table[76036]: recruiting 1 1
table[76039]: aerostation 4 2
table[76041]: orysivora 0 1
table[76042]: crossness 0 1
table[76044]: consul's 1 1
table[76045]: brother's 80 1
table[76048]: berenice 0 1
table[76050]: mehercle 0 3
table[76051]: volatilization 0 2
table[76053]: madagascariensis 0 1
table[76054]: cowper's 0 1
table[76055]: landmarks 0 1
table[76060]: nodules 2 2
table[76062]: other's 29 1
table[76065]: dissuade 6 1
table[76066]: flanked 1 1
table[76067]: acquainted 44 1
table[76069]: israelitein 0 1
table[76071]: pertz 1 2
table[76072]: inferr'd' 0 1
table[76076]: tremor 0 1
table[76078]: masquers 1 1
table[76080]: washings 0 1
table[76081]: unwrung 0 2
table[76083]: khammurabi 1 1
table[76084]: dispatch'd 18 1
table[76086]: exhaust 2 1
table[76091]: lauretus 0 3
table[76092]: aubutilun 0 1
table[76093]: light'' 2 2
table[76095]: injectionem 0 1
table[76096]: evangelii 0 1
table[76097]: 'youth 0 2
table[76100]: inky 2 1
table[76101]: erechtheus 0 5
table[76103]: lurks 2 1
table[76105]: lavoisier's 1 1
table[76108]: dido' 0 1
table[76109]: hewn 5 2
table[76112]: stiffly 0 1
table[76114]: maladministration 1 2
table[76117]: impregnating 0 1
table[76119]: hostile 13 1
table[76121]: gonzalo 65 2
table[76122]: counterchange 0 1
table[76124]: splendour 6 1
table[76125]: finland 9 1
table[76126]: pluto's 3 1
table[76127]: misbeliever 0 1
table[76128]: germaniae 2 1
table[76130]: stearic 0 1
table[76131]: inly 3 1
table[76132]: sharers 0 1
table[76133]: governorship 0 1
